current_symbol	submitted_item	validated_id	FBID_KEY	ANNOTATION_SYMBOL	LOCATION_ARM	LOCATION_MAX	LOCATION_MIN	LOCATION_STRAND	NAME	SYMBOL
asRNA:CR43889	CR43889	FBgn0264481	FBgn0264481	CR43889	3L	19910203	19909365	1	antisense RNA:CR43889	asRNA:CR43889
asRNA:CR43898	CR43898	FBgn0264496	FBgn0264496	CR43898	2R	16223187	16221636	1	antisense RNA:CR43898	asRNA:CR43898
asRNA:CR43903	CR43903	FBgn0264504	FBgn0264504	CR43903	3R	23694688	23694006	1	antisense RNA:CR43903	asRNA:CR43903
asRNA:CR43906	CR43906	FBgn0264507	FBgn0264507	CR43906	X	267253	258465	1	antisense RNA:CR43906	asRNA:CR43906
asRNA:CR43916	CR43916	FBgn0264517	FBgn0264517	CR43916	3L	3941301	3940519	1	antisense RNA:CR43916	asRNA:CR43916
asRNA:CR43933	CR43933	FBgn0264554	FBgn0264554	CR43933	3L	21498830	21496393	1	antisense RNA:CR43933	asRNA:CR43933
asRNA:CR43936	CR43936	FBgn0264564	FBgn0264564	CR43936	2L	11840913	11840455	-1	antisense RNA:CR43936	asRNA:CR43936
asRNA:CR43944	CR43944	FBgn0264572	FBgn0264572	CR43944	3L	20391387	20389853	-1	antisense RNA:CR43944	asRNA:CR43944
asRNA:CR43957	CR43957	FBgn0264617	FBgn0264617	CR43957	4	63124	56497	1	antisense RNA:CR43957	asRNA:CR43957
asRNA:CR43959	CR43959	FBgn0264674	FBgn0264674	CR43959	X	10261804	10256629	1	antisense RNA:CR43959	asRNA:CR43959
asRNA:CR43964	CR43964	FBgn0264679	FBgn0264679	CR43964	2R	18777166	18775411	1	antisense RNA:CR43964	asRNA:CR43964
asRNA:CR43979	CR43979	FBgn0264710	FBgn0264710	CR43979	3L	21679713	21678002	1	antisense RNA:CR43979	asRNA:CR43979
asRNA:CR43981	CR43981	FBgn0264713	FBgn0264713	CR43981	X	17858084	17857077	-1	antisense RNA:CR43981	asRNA:CR43981
asRNA:CR44018	CR44018	FBgn0264788	FBgn0264788	CR44018	3R	10645773	10639279	1	antisense RNA:CR44018	asRNA:CR44018
asRNA:CR44019	CR44019	FBgn0264789	FBgn0264789	CR44019	3R	5252132	5250913	1	antisense RNA:CR44019	asRNA:CR44019
asRNA:CR44021	CR44021	FBgn0264791	FBgn0264791	CR44021	3R	24520078	24519625	-1	antisense RNA:CR44021	asRNA:CR44021
asRNA:CR44027	CR44027	FBgn0264819	FBgn0264819	CR44027	4	395954	395396	1	antisense RNA:CR44027	asRNA:CR44027
asRNA:CR44029	CR44029	FBgn0264821	FBgn0264821	CR44029	4	884752	879374	1	antisense RNA:CR44029	asRNA:CR44029
asRNA:CR44030	CR44030	FBgn0264822	FBgn0264822	CR44030	4	962692	959675	1	antisense RNA:CR44030	asRNA:CR44030
asRNA:CR44031	CR44031	FBgn0264823	FBgn0264823	CR44031	4	1029359	1027863	1	antisense RNA:CR44031	asRNA:CR44031
asRNA:CR44035	CR44035	FBgn0264827	FBgn0264827	CR44035	3R	9813929	9810020	-1	antisense RNA:CR44035	asRNA:CR44035
asRNA:CR44046	CR44046	FBgn0264838	FBgn0264838	CR44046	3R	30052211	30049293	1	antisense RNA:CR44046	asRNA:CR44046
asRNA:CR44047	CR44047	FBgn0264839	FBgn0264839	CR44047	3R	20828212	20827095	1	antisense RNA:CR44047	asRNA:CR44047
asRNA:CR44049	CR44049	FBgn0264841	FBgn0264841	CR44049	3R	27261948	27260050	1	antisense RNA:CR44049	asRNA:CR44049
asRNA:CR44053	CR44053	FBgn0264862	FBgn0264862	CR44053	X	16809230	16806047	-1	antisense RNA:CR44053	asRNA:CR44053
asRNA:CR44054	CR44054	FBgn0264863	FBgn0264863	CR44054	X	11141238	11139608	1	antisense RNA:CR44054	asRNA:CR44054
asRNA:CR44062	CR44062	FBgn0264871	FBgn0264871	CR44062	3R	22552687	22550032	-1	antisense RNA:CR44062	asRNA:CR44062
asRNA:CR44064	CR44064	FBgn0264873	FBgn0264873	CR44064	2L	1504204	1500830	1	antisense RNA:CR44064	asRNA:CR44064
asRNA:CR44065	CR44065	FBgn0264874	FBgn0264874	CR44065	2L	2191272	2190191	1	antisense RNA:CR44065	asRNA:CR44065
asRNA:CR44067	CR44067	FBgn0264876	FBgn0264876	CR44067	2R	24779987	24775711	1	antisense RNA:CR44067	asRNA:CR44067
asRNA:CR44069	CR44069	FBgn0264878	FBgn0264878	CR44069	2R	9615617	9610464	1	antisense RNA:CR44069	asRNA:CR44069
asRNA:CR44083	CR44083	FBgn0264892	FBgn0264892	CR44083	2L	13286538	13284927	1	antisense RNA:CR44083	asRNA:CR44083
asRNA:CR44093	CR44093	FBgn0264902	FBgn0264902	CR44093	3R	5660570	5659477	1	antisense RNA:CR44093	asRNA:CR44093
asRNA:CR44095	CR44095	FBgn0264904	FBgn0264904	CR44095	3R	14569871	14568962	1	antisense RNA:CR44095	asRNA:CR44095
asRNA:CR44106	CR44106	FBgn0264915	FBgn0264915	CR44106	3R	20912869	20911640	1	antisense RNA:CR44106	asRNA:CR44106
asRNA:CR44107	CR44107	FBgn0264916	FBgn0264916	CR44107	3R	19149557	19149122	1	antisense RNA:CR44107	asRNA:CR44107
asRNA:CR44114	CR44114	FBgn0264945	FBgn0264945	CR44114	2L	2227604	2226753	-1	antisense RNA:CR44114	asRNA:CR44114
asRNA:CR44115	CR44115	FBgn0264946	FBgn0264946	CR44115	2L	2237022	2236347	1	antisense RNA:CR44115	asRNA:CR44115
asRNA:CR44116	CR44116	FBgn0264947	FBgn0264947	CR44116	2L	8197049	8194509	1	antisense RNA:CR44116	asRNA:CR44116
asRNA:CR44119	CR44119	FBgn0264950	FBgn0264950	CR44119	2L	8205298	8201557	1	antisense RNA:CR44119	asRNA:CR44119
asRNA:CR44124	CR44124	FBgn0264955	FBgn0264955	CR44124	X	17579135	17578689	1	antisense RNA:CR44124	asRNA:CR44124
asRNA:CR44130	CR44130	FBgn0264961	FBgn0264961	CR44130	2R	6047738	6047170	-1	antisense RNA:CR44130	asRNA:CR44130
asRNA:CR44134	CR44134	FBgn0264983	FBgn0264983	CR44134	3R	4437230	4436356	1	antisense RNA:CR44134	asRNA:CR44134
asRNA:CR44137	CR44137	FBgn0264986	FBgn0264986	CR44137	3R	11638553	11637177	1	antisense RNA:CR44137	asRNA:CR44137
asRNA:CR44160	CR44160	FBgn0265043	FBgn0265043	CR44160	3R	17392173	17391502	-1	antisense RNA:CR44160	asRNA:CR44160
asRNA:CR44165	CR44165	FBgn0265050	FBgn0265050	CR44165	2R	6683749	6682521	-1	antisense RNA:CR44165	asRNA:CR44165
asRNA:CR44168	CR44168	FBgn0265053	FBgn0265053	CR44168	2R	23358961	23358478	-1	antisense RNA:CR44168	asRNA:CR44168
asRNA:CR44179	CR44179	FBgn0265068	FBgn0265068	CR44179	3R	25493262	25491285	-1	antisense RNA:CR44179	asRNA:CR44179
asRNA:CR44182	CR44182	FBgn0265071	FBgn0265071	CR44182	2L	11280577	11280057	-1	antisense RNA:CR44182	asRNA:CR44182
asRNA:CR44201	CR44201	FBgn0265096	FBgn0265096	CR44201	2R	7396194	7394996	1	antisense RNA:CR44201	asRNA:CR44201
asRNA:CR44224	CR44224	FBgn0265155	FBgn0265155	CR44224	2L	10507015	10506301	1	antisense RNA:CR44224	asRNA:CR44224
asRNA:CR44228	CR44228	FBgn0265159	FBgn0265159	CR44228	3R	8755916	8754064	1	antisense RNA:CR44228	asRNA:CR44228
asRNA:CR44266	CR44266	FBgn0265252	FBgn0265252	CR44266	X	11571358	11570455	-1	antisense RNA:CR44266	asRNA:CR44266
asRNA:CR44291	CR44291	FBgn0265318	FBgn0265318	CR44291	3R	8563798	8562828	-1	antisense RNA:CR44291	asRNA:CR44291
asRNA:CR44304	CR44304	FBgn0265363	FBgn0265363	CR44304	2R	11845099	11844378	-1	antisense RNA:CR44304	asRNA:CR44304
asRNA:CR44321	CR44321	FBgn0265380	FBgn0265380	CR44321	3R	26261515	26260902	1	antisense RNA:CR44321	asRNA:CR44321
asRNA:CR44340	CR44340	FBgn0265428	FBgn0265428	CR44340	X	19495896	19495284	-1	antisense RNA:CR44340	asRNA:CR44340
asRNA:CR44351	CR44351	FBgn0265451	FBgn0265451	CR44351	3L	1775108	1773605	1	antisense RNA:CR44351	asRNA:CR44351
asRNA:CR44367	CR44367	FBgn0265498	FBgn0265498	CR44367	2R	13855894	13854659	1	antisense RNA:CR44367	asRNA:CR44367
asRNA:CR44368	CR44368	FBgn0265499	FBgn0265499	CR44368	2R	14170917	14168844	-1	antisense RNA:CR44368	asRNA:CR44368
asRNA:CR44370	CR44370	FBgn0265508	FBgn0265508	CR44370	2R	15232665	15226938	1	antisense RNA:CR44370	asRNA:CR44370
asRNA:CR44374	CR44374	FBgn0265524	FBgn0265524	CR44374	X	21120176	21119529	-1	antisense RNA:CR44374	asRNA:CR44374
asRNA:CR44375	CR44375	FBgn0265525	FBgn0265525	CR44375	2R	16583369	16581996	-1	antisense RNA:CR44375	asRNA:CR44375
asRNA:CR44381	CR44381	FBgn0265531	FBgn0265531	CR44381	X	2066106	2065455	1	antisense RNA:CR44381	asRNA:CR44381
asRNA:CR44382	CR44382	FBgn0265532	FBgn0265532	CR44382	X	2072189	2071710	1	antisense RNA:CR44382	asRNA:CR44382
asRNA:CR44386	CR44386	FBgn0265536	FBgn0265536	CR44386	2R	17141194	17140579	1	antisense RNA:CR44386	asRNA:CR44386
asRNA:CR44390	CR44390	FBgn0265540	FBgn0265540	CR44390	2R	17026993	17023652	-1	antisense RNA:CR44390	asRNA:CR44390
asRNA:CR44429	CR44429	FBgn0265611	FBgn0265611	CR44429	X	15298217	15297312	-1	antisense RNA:CR44429	asRNA:CR44429
asRNA:CR44431	CR44431	FBgn0265613	FBgn0265613	CR44431	X	21044024	21043550	-1	antisense RNA:CR44431	asRNA:CR44431
asRNA:CR44512	CR44512	FBgn0265705	FBgn0265705	CR44512	X	19667746	19667018	-1	antisense RNA:CR44512	asRNA:CR44512
asRNA:CR44599	CR44599	FBgn0265810	FBgn0265810	CR44599	2L	13385403	13384822	-1	antisense RNA:CR44599	asRNA:CR44599
asRNA:CR44600	CR44600	FBgn0265811	FBgn0265811	CR44600	2L	13399831	13398858	-1	antisense RNA:CR44600	asRNA:CR44600
asRNA:CR44690	CR44690	FBgn0265901	FBgn0265901	CR44690	X	2180816	2175817	-1	antisense RNA:CR44690	asRNA:CR44690
asRNA:CR44704	CR44704	FBgn0265915	FBgn0265915	CR44704	2R	21071895	21070749	1	antisense RNA:CR44704	asRNA:CR44704
asRNA:CR44724	CR44724	FBgn0265937	FBgn0265937	CR44724	2R	21298495	21297495	-1	antisense RNA:CR44724	asRNA:CR44724
asRNA:CR44793	CR44793	FBgn0266028	FBgn0266028	CR44793	2L	5526943	5525738	-1	antisense RNA:CR44793	asRNA:CR44793
asRNA:CR44806	CR44806	FBgn0266041	FBgn0266041	CR44806	2R	23908875	23908474	-1	antisense RNA:CR44806	asRNA:CR44806
asRNA:CR44807	CR44807	FBgn0266042	FBgn0266042	CR44807	2R	23814771	23812185	1	antisense RNA:CR44807	asRNA:CR44807
asRNA:CR44840	CR44840	FBgn0266114	FBgn0266114	CR44840	X	13054689	13054218	1	antisense RNA:CR44840	asRNA:CR44840
asRNA:CR44841	CR44841	FBgn0266115	FBgn0266115	CR44841	X	18806363	18804840	-1	antisense RNA:CR44841	asRNA:CR44841
asRNA:CR44843	CR44843	FBgn0266117	FBgn0266117	CR44843	3L	14560953	14560000	1	antisense RNA:CR44843	asRNA:CR44843
asRNA:CR44847	CR44847	FBgn0266141	FBgn0266141	CR44847	2L	13785423	13784713	-1	antisense RNA:CR44847	asRNA:CR44847
asRNA:CR44892	CR44892	FBgn0266197	FBgn0266197	CR44892	X	499456	498097	-1	antisense RNA:CR44892	asRNA:CR44892
asRNA:CR44894	CR44894	FBgn0266199	FBgn0266199	CR44894	X	10208574	10114340	-1	antisense RNA:CR44894	asRNA:CR44894
asRNA:CR44907	CR44907	FBgn0266212	FBgn0266212	CR44907	2L	20069318	20068793	-1	antisense RNA:CR44907	asRNA:CR44907
asRNA:CR44911	CR44911	FBgn0266216	FBgn0266216	CR44911	2L	21179729	21178410	1	antisense RNA:CR44911	asRNA:CR44911
asRNA:CR44958	CR44958	FBgn0266263	FBgn0266263	CR44958	X	5682127	5680627	-1	antisense RNA:CR44958	asRNA:CR44958
asRNA:CR44959	CR44959	FBgn0266264	FBgn0266264	CR44959	X	6090648	6089878	1	antisense RNA:CR44959	asRNA:CR44959
asRNA:CR44960	CR44960	FBgn0266275	FBgn0266275	CR44960	X	15083753	15082616	-1	antisense RNA:CR44960	asRNA:CR44960
asRNA:CR44961	CR44961	FBgn0266276	FBgn0266276	CR44961	X	15317967	15315056	-1	antisense RNA:CR44961	asRNA:CR44961
asRNA:CR44962	CR44962	FBgn0266277	FBgn0266277	CR44962	X	11791777	11790796	-1	antisense RNA:CR44962	asRNA:CR44962
asRNA:CR44969	CR44969	FBgn0266304	FBgn0266304	CR44969	2L	124031	122837	1	antisense RNA:CR44969	asRNA:CR44969
asRNA:CR44975	CR44975	FBgn0266310	FBgn0266310	CR44975	2L	16697761	16697344	-1	antisense RNA:CR44975	asRNA:CR44975
asRNA:CR44976	CR44976	FBgn0266311	FBgn0266311	CR44976	2L	1709244	1708452	1	antisense RNA:CR44976	asRNA:CR44976
asRNA:CR44981	CR44981	FBgn0266316	FBgn0266316	CR44981	2L	20875540	20874114	1	antisense RNA:CR44981	asRNA:CR44981
asRNA:CR44982	CR44982	FBgn0266317	FBgn0266317	CR44982	2L	2375582	2374955	-1	antisense RNA:CR44982	asRNA:CR44982
asRNA:CR44984	CR44984	FBgn0266319	FBgn0266319	CR44984	2L	4075952	4074279	-1	antisense RNA:CR44984	asRNA:CR44984
asRNA:CR44987	CR44987	FBgn0266322	FBgn0266322	CR44987	2L	73836	71039	-1	antisense RNA:CR44987	asRNA:CR44987
asRNA:CR44989	CR44989	FBgn0266324	FBgn0266324	CR44989	2L	7221093	7220567	1	antisense RNA:CR44989	asRNA:CR44989
asRNA:CR44990	CR44990	FBgn0266325	FBgn0266325	CR44990	2L	7710456	7708100	-1	antisense RNA:CR44990	asRNA:CR44990
asRNA:CR44992	CR44992	FBgn0266327	FBgn0266327	CR44992	2L	8705450	8703475	1	antisense RNA:CR44992	asRNA:CR44992
asRNA:CR44995	CR44995	FBgn0266330	FBgn0266330	CR44995	2L	10245977	10242685	1	antisense RNA:CR44995	asRNA:CR44995
asRNA:CR44996	CR44996	FBgn0266331	FBgn0266331	CR44996	2L	7996494	7994798	1	antisense RNA:CR44996	asRNA:CR44996
asRNA:CR44998	CR44998	FBgn0266349	FBgn0266349	CR44998	X	15335971	15334478	-1	antisense RNA:CR44998	asRNA:CR44998
asRNA:CR45000	CR45000	FBgn0266351	FBgn0266351	CR45000	X	15927082	15926787	-1	antisense RNA:CR45000	asRNA:CR45000
asRNA:CR45007	CR45007	FBgn0266359	FBgn0266359	CR45007	2L	9938833	9937232	1	antisense RNA:CR45007	asRNA:CR45007
asRNA:CR45009	CR45009	FBgn0266361	FBgn0266361	CR45009	X	23009452	23007672	1	antisense RNA:CR45009	asRNA:CR45009
asRNA:CR45024	CR45024	FBgn0266382	FBgn0266382	CR45024	3R	20677858	20677080	1	antisense RNA:CR45024	asRNA:CR45024
asRNA:CR45026	CR45026	FBgn0266384	FBgn0266384	CR45026	3L	5780863	5780102	-1	antisense RNA:CR45026	asRNA:CR45026
asRNA:CR45028	CR45028	FBgn0266388	FBgn0266388	CR45028	3R	18669482	18668572	-1	antisense RNA:CR45028	asRNA:CR45028
asRNA:CR45041	CR45041	FBgn0266401	FBgn0266401	CR45041	3R	28238570	28237449	-1	antisense RNA:CR45041	asRNA:CR45041
asRNA:CR45044	CR45044	FBgn0266404	FBgn0266404	CR45044	3R	29034098	29031028	1	antisense RNA:CR45044	asRNA:CR45044
asRNA:CR45053	CR45053	FBgn0266413	FBgn0266413	CR45053	3R	9633076	9632035	-1	antisense RNA:CR45053	asRNA:CR45053
asRNA:CR45056	CR45056	FBgn0266416	FBgn0266416	CR45056	3R	11536273	11535495	1	antisense RNA:CR45056	asRNA:CR45056
asRNA:CR45104	CR45104	FBgn0266565	FBgn0266565	CR45104	3R	18159924	18158345	-1	antisense RNA:CR45104	asRNA:CR45104
asRNA:CR45121	CR45121	FBgn0266596	FBgn0266596	CR45121	3L	9695650	9695043	1	antisense RNA:CR45121	asRNA:CR45121
asRNA:CR45124	CR45124	FBgn0266617	FBgn0266617	CR45124	4	43374	42774	1	antisense RNA:CR45124	asRNA:CR45124
asRNA:CR45126	CR45126	FBgn0266619	FBgn0266619	CR45126	4	461413	459768	1	antisense RNA:CR45126	asRNA:CR45126
asRNA:CR45131	CR45131	FBgn0266624	FBgn0266624	CR45131	2R	7635219	7631495	-1	antisense RNA:CR45131	asRNA:CR45131
asRNA:CR45132	CR45132	FBgn0266625	FBgn0266625	CR45132	2R	9285594	9284845	1	antisense RNA:CR45132	asRNA:CR45132
asRNA:CR45133	CR45133	FBgn0266626	FBgn0266626	CR45133	2R	10154345	10152717	1	antisense RNA:CR45133	asRNA:CR45133
asRNA:CR45134	CR45134	FBgn0266627	FBgn0266627	CR45134	2R	10478795	10478043	1	antisense RNA:CR45134	asRNA:CR45134
asRNA:CR45135	CR45135	FBgn0266628	FBgn0266628	CR45135	2R	10541995	10541595	1	antisense RNA:CR45135	asRNA:CR45135
asRNA:CR45136	CR45136	FBgn0266629	FBgn0266629	CR45136	2R	10854495	10853546	1	antisense RNA:CR45136	asRNA:CR45136
asRNA:CR45137	CR45137	FBgn0266630	FBgn0266630	CR45137	2R	12799259	12783611	-1	antisense RNA:CR45137	asRNA:CR45137
asRNA:CR45139	CR45139	FBgn0266632	FBgn0266632	CR45139	2R	3949757	3943429	1	antisense RNA:CR45139	asRNA:CR45139
asRNA:CR45140	CR45140	FBgn0266633	FBgn0266633	CR45140	2R	12869783	12867609	1	antisense RNA:CR45140	asRNA:CR45140
asRNA:CR45141	CR45141	FBgn0266634	FBgn0266634	CR45141	2R	12883253	12881445	-1	antisense RNA:CR45141	asRNA:CR45141
asRNA:CR45142	CR45142	FBgn0266635	FBgn0266635	CR45142	2R	13170745	13168500	-1	antisense RNA:CR45142	asRNA:CR45142
asRNA:CR45144	CR45144	FBgn0266637	FBgn0266637	CR45144	2R	17037982	17036695	-1	antisense RNA:CR45144	asRNA:CR45144
asRNA:CR45145	CR45145	FBgn0266638	FBgn0266638	CR45145	2R	17043298	17040195	-1	antisense RNA:CR45145	asRNA:CR45145
asRNA:CR45146	CR45146	FBgn0266639	FBgn0266639	CR45146	2R	17698796	17697532	1	antisense RNA:CR45146	asRNA:CR45146
asRNA:CR45149	CR45149	FBgn0266642	FBgn0266642	CR45149	2R	21310146	21309395	-1	antisense RNA:CR45149	asRNA:CR45149
asRNA:CR45151	CR45151	FBgn0266644	FBgn0266644	CR45151	2R	22176707	22174951	-1	antisense RNA:CR45151	asRNA:CR45151
asRNA:CR45152	CR45152	FBgn0266645	FBgn0266645	CR45152	2R	22416462	22415795	-1	antisense RNA:CR45152	asRNA:CR45152
asRNA:CR45160	CR45160	FBgn0266653	FBgn0266653	CR45160	3L	5136224	5135542	1	antisense RNA:CR45160	asRNA:CR45160
asRNA:CR45161	CR45161	FBgn0266654	FBgn0266654	CR45161	3L	19990739	19989706	1	antisense RNA:CR45161	asRNA:CR45161
asRNA:CR45162	CR45162	FBgn0266655	FBgn0266655	CR45162	3L	21269142	21268601	1	antisense RNA:CR45162	asRNA:CR45162
asRNA:CR45163	CR45163	FBgn0266656	FBgn0266656	CR45163	3L	22739434	22738708	1	antisense RNA:CR45163	asRNA:CR45163
asRNA:CR45164	CR45164	FBgn0266657	FBgn0266657	CR45164	3L	23150668	23149530	1	antisense RNA:CR45164	asRNA:CR45164
asRNA:CR45167	CR45167	FBgn0266677	FBgn0266677	CR45167	3L	5919556	5918389	1	antisense RNA:CR45167	asRNA:CR45167
asRNA:CR45171	CR45171	FBgn0266681	FBgn0266681	CR45171	3L	10894743	10893646	-1	antisense RNA:CR45171	asRNA:CR45171
asRNA:CR45175	CR45175	FBgn0266685	FBgn0266685	CR45175	3L	17842599	17841671	1	antisense RNA:CR45175	asRNA:CR45175
asRNA:CR45182	CR45182	FBgn0266692	FBgn0266692	CR45182	3L	25844502	25843821	1	antisense RNA:CR45182	asRNA:CR45182
asRNA:CR45185	CR45185	FBgn0267495	FBgn0267495	CR45185	X	10048156	10044909	-1	antisense RNA:CR45185	asRNA:CR45185
asRNA:CR45190	CR45190	FBgn0266700	FBgn0266700	CR45190	3R	31590411	31588279	-1	antisense RNA:CR45190	asRNA:CR45190
asRNA:CR45195	CR45195	FBgn0266705	FBgn0266705	CR45195	3R	10877783	10876834	-1	antisense RNA:CR45195	asRNA:CR45195
asRNA:CR45198	CR45198	FBgn0266725	FBgn0266725	CR45198	4	175874	175455	1	antisense RNA:CR45198	asRNA:CR45198
asRNA:CR45202	CR45202	FBgn0266729	FBgn0266729	CR45202	2R	8898275	8897820	-1	antisense RNA:CR45202	asRNA:CR45202
asRNA:CR45205	CR45205	FBgn0266732	FBgn0266732	CR45205	3R	10061978	10060666	-1	antisense RNA:CR45205	asRNA:CR45205
asRNA:CR45208	CR45208	FBgn0266735	FBgn0266735	CR45208	3R	25662663	25661712	-1	antisense RNA:CR45208	asRNA:CR45208
asRNA:CR45209	CR45209	FBgn0266736	FBgn0266736	CR45209	3R	27111033	27109329	1	antisense RNA:CR45209	asRNA:CR45209
asRNA:CR45210	CR45210	FBgn0266737	FBgn0266737	CR45210	3L	19260895	19260040	1	antisense RNA:CR45210	asRNA:CR45210
asRNA:CR45213	CR45213	FBgn0266740	FBgn0266740	CR45213	3R	16994041	16992778	-1	antisense RNA:CR45213	asRNA:CR45213
asRNA:CR45214	CR45214	FBgn0266741	FBgn0266741	CR45214	3R	25270007	25266813	-1	antisense RNA:CR45214	asRNA:CR45214
asRNA:CR45264	CR45264	FBgn0266802	FBgn0266802	CR45264	2R	12179745	12179014	1	antisense RNA:CR45264	asRNA:CR45264
asRNA:CR45270	CR45270	FBgn0266808	FBgn0266808	CR45270	2R	17801924	17795886	-1	antisense RNA:CR45270	asRNA:CR45270
asRNA:CR45275	CR45275	FBgn0266813	FBgn0266813	CR45275	2R	17586243	17585692	1	antisense RNA:CR45275	asRNA:CR45275
asRNA:CR45281	CR45281	FBgn0266819	FBgn0266819	CR45281	2R	9565190	9559255	-1	antisense RNA:CR45281	asRNA:CR45281
asRNA:CR45326	CR45326	FBgn0266865	FBgn0266865	CR45326	2R	23709947	23709177	1	antisense RNA:CR45326	asRNA:CR45326
asRNA:CR45330	CR45330	FBgn0266869	FBgn0266869	CR45330	2L	13244724	13241807	1	antisense RNA:CR45330	asRNA:CR45330
asRNA:CR45350	CR45350	FBgn0266889	FBgn0266889	CR45350	2R	24025777	24024098	-1	antisense RNA:CR45350	asRNA:CR45350
asRNA:CR45366	CR45366	FBgn0266906	FBgn0266906	CR45366	2L	358174	357329	1	antisense RNA:CR45366	asRNA:CR45366
asRNA:CR45367	CR45367	FBgn0266907	FBgn0266907	CR45367	2L	356891	355663	1	antisense RNA:CR45367	asRNA:CR45367
asRNA:CR45371	CR45371	FBgn0266911	FBgn0266911	CR45371	2L	8345015	8343320	-1	antisense RNA:CR45371	asRNA:CR45371
asRNA:CR45384	CR45384	FBgn0266933	FBgn0266933	CR45384	3L	20837135	20836112	-1	antisense RNA:CR45384	asRNA:CR45384
asRNA:CR45396	CR45396	FBgn0266945	FBgn0266945	CR45396	3L	15142800	15142131	1	antisense RNA:CR45396	asRNA:CR45396
asRNA:CR45445	CR45445	FBgn0266994	FBgn0266994	CR45445	3L	13019110	13018315	-1	antisense RNA:CR45445	asRNA:CR45445
asRNA:CR45466	CR45466	FBgn0267022	FBgn0267022	CR45466	X	20657678	20656891	-1	antisense RNA:CR45466	asRNA:CR45466
asRNA:CR45467	CR45467	FBgn0267023	FBgn0267023	CR45467	2R	9882605	9881396	1	antisense RNA:CR45467	asRNA:CR45467
asRNA:CR45468	CR45468	FBgn0267024	FBgn0267024	CR45468	2R	12849295	12848139	1	antisense RNA:CR45468	asRNA:CR45468
asRNA:CR45469	CR45469	FBgn0267025	FBgn0267025	CR45469	2R	22875172	22874578	-1	antisense RNA:CR45469	asRNA:CR45469
asRNA:CR45479	CR45479	FBgn0267035	FBgn0267035	CR45479	X	2175855	2173480	1	antisense RNA:CR45479	asRNA:CR45479
asRNA:CR45481	CR45481	FBgn0267037	FBgn0267037	CR45481	X	3972054	3968933	1	antisense RNA:CR45481	asRNA:CR45481
asRNA:CR45485	CR45485	FBgn0267041	FBgn0267041	CR45485	X	16308687	16307032	1	antisense RNA:CR45485	asRNA:CR45485
asRNA:CR45501	CR45501	FBgn0267057	FBgn0267057	CR45501	X	19746487	19745936	-1	antisense RNA:CR45501	asRNA:CR45501
asRNA:CR45518	CR45518	FBgn0267074	FBgn0267074	CR45518	X	5517500	5516993	-1	antisense RNA:CR45518	asRNA:CR45518
asRNA:CR45520	CR45520	FBgn0267076	FBgn0267076	CR45520	X	5665605	5663114	1	antisense RNA:CR45520	asRNA:CR45520
asRNA:CR45528	CR45528	FBgn0267084	FBgn0267084	CR45528	X	5756710	5755492	-1	antisense RNA:CR45528	asRNA:CR45528
asRNA:CR45535	CR45535	FBgn0267091	FBgn0267091	CR45535	X	8085765	8084256	1	antisense RNA:CR45535	asRNA:CR45535
asRNA:CR45538	CR45538	FBgn0267098	FBgn0267098	CR45538	X	9070087	9069741	1	antisense RNA:CR45538	asRNA:CR45538
asRNA:CR45549	CR45549	FBgn0267109	FBgn0267109	CR45549	3R	8233962	8233228	-1	antisense RNA:CR45549	asRNA:CR45549
asRNA:CR45600	CR45600	FBgn0267160	FBgn0267160	CR45600	3R	15140121	15136985	-1	antisense RNA:CR45600	asRNA:CR45600
asRNA:CR45601	CR45601	FBgn0267161	FBgn0267161	CR45601	X	10055109	10054235	-1	antisense RNA:CR45601	asRNA:CR45601
asRNA:CR45604	CR45604	FBgn0267164	FBgn0267164	CR45604	X	11095143	11089231	-1	antisense RNA:CR45604	asRNA:CR45604
asRNA:CR45611	CR45611	FBgn0267171	FBgn0267171	CR45611	X	21374417	21373635	-1	antisense RNA:CR45611	asRNA:CR45611
asRNA:CR45612	CR45612	FBgn0267172	FBgn0267172	CR45612	X	21373553	21372593	-1	antisense RNA:CR45612	asRNA:CR45612
asRNA:CR45620	CR45620	FBgn0267180	FBgn0267180	CR45620	X	7960898	7959274	1	antisense RNA:CR45620	asRNA:CR45620
asRNA:CR45621	CR45621	FBgn0267181	FBgn0267181	CR45621	X	12615780	12612108	-1	antisense RNA:CR45621	asRNA:CR45621
asRNA:CR45623	CR45623	FBgn0267183	FBgn0267183	CR45623	X	12742926	12742547	1	antisense RNA:CR45623	asRNA:CR45623
asRNA:CR45629	CR45629	FBgn0267189	FBgn0267189	CR45629	X	10219303	10217627	1	antisense RNA:CR45629	asRNA:CR45629
asRNA:CR45682	CR45682	FBgn0267242	FBgn0267242	CR45682	3L	12493605	12491840	1	antisense RNA:CR45682	asRNA:CR45682
asRNA:CR45683	CR45683	FBgn0267243	FBgn0267243	CR45683	2L	13442410	13437895	-1	antisense RNA:CR45683	asRNA:CR45683
asRNA:CR45686	CR45686	FBgn0267246	FBgn0267246	CR45686	3L	1806932	1806043	-1	antisense RNA:CR45686	asRNA:CR45686
asRNA:CR45712	CR45712	FBgn0267276	FBgn0267276	CR45712	2L	2007688	2006867	1	antisense RNA:CR45712	asRNA:CR45712
